SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
HINDOILEXP, EQ, 31-Aug-2021,167.6,167.9,172,163.5,165.7,166.1,167.51,509747,853.9,7078,205568,40.33
HINDPETRO, EQ, 31-Aug-2021,259.6,260,268.3,257.5,267,266.6,264.78,5862402,15522.41,35527,2817510,48.06
HINDUNILVR, EQ, 31-Aug-2021,2687.7,2687.9,2737.45,2675.65,2720,2724.1,2711.62,2535891,68763.85,92018,1514204,59.71
HINDZINC, EQ, 31-Aug-2021,324.05,325,325.9,319.05,322.1,321.75,321.62,845627,2719.7,18795,380762,45.03
HIRECT, EQ, 31-Aug-2021,180.05,180.95,193,175.2,184.3,185,183.83,104092,191.35,3621,57124,54.88
HISARMETAL, EQ, 31-Aug-2021,133.75,135.3,136.95,128.55,131,131.75,131.77,35669,47,1137,16133,45.23
HITECH, EQ, 31-Aug-2021,562.6,555.25,569.5,547.8,563.9,559.75,558.02,56075,312.91,3715,11499,20.51
HITECHCORP, EQ, 31-Aug-2021,200.85,204.7,212.75,194.65,205.05,206.8,202.58,9259,18.76,407,4843,52.31
HITECHGEAR, EQ, 31-Aug-2021,251.15,253,255.7,247.1,250,250.4,251.62,5173,13.02,245,3497,67.6
HLEGLAS, EQ, 31-Aug-2021,4220.8,4220,4494.5,4200,4419,4434.95,4386.44,46269,2029.56,10175,16620,35.92
HLVLTD, EQ, 31-Aug-2021,8.1,8.25,8.25,7.95,7.95,8.05,8.06,111864,9.02,327,71311,63.75
HMT, BZ, 31-Aug-2021,28.65,29,29,27.75,28.15,28.15,28.39,3539,1,49, -, -
HMVL, EQ, 31-Aug-2021,76.1,76.15,77.9,76.05,77.2,76.75,76.67,39193,30.05,821,23964,61.14
HNDFDS, BE, 31-Aug-2021,1819.5,1800,1910.45,1800,1910.45,1910.45,1900.24,4620,87.79,627, -, -
HNGSNGBEES, EQ, 31-Aug-2021,326.38,327.99,332.96,321.01,332.96,330.35,327.98,1455,4.77,156,1155,79.38
HOMEFIRST, EQ, 31-Aug-2021,570.4,557.2,575,557.2,570,570.65,570.59,24903,142.09,1710,15627,62.75
HONAUT, EQ, 31-Aug-2021,39636.3,39636.3,40500,39501.1,39699,39604.9,39890.79,5046,2012.89,2351,3348,66.35
HONDAPOWER, EQ, 31-Aug-2021,1231.8,1232.8,1240.3,1214,1229.45,1227.9,1226.97,5860,71.9,1952,1515,25.85
HOVS, BE, 31-Aug-2021,64.3,65.8,65.8,62,62,62.45,63.48,3154,2,67, -, -
HPL, EQ, 31-Aug-2021,67.3,67.8,68.25,66.15,66.7,66.7,67.23,82836,55.69,1043,53203,64.23
HSCL, EQ, 31-Aug-2021,47.25,47.45,48.2,46.55,46.55,47.1,47.29,3119430,1475.25,14970,807248,25.88
HSIL, EQ, 31-Aug-2021,219.85,220.2,225.35,217.65,220,218.75,221.77,111691,247.7,4149,47056,42.13
HTMEDIA, EQ, 31-Aug-2021,23.9,23.9,24.35,23.7,23.95,23.95,24.05,150341,36.15,979,110644,73.6
HUBTOWN, BE, 31-Aug-2021,28.1,29,29.5,28.8,29.5,29.5,29.33,9859,2.89,74, -, -
HUDCO, EQ, 31-Aug-2021,42.8,43,44.25,42.5,43.05,43.05,43.44,2533391,1100.55,9758,903812,35.68
HUDCO, N2, 31-Aug-2021,1211.1,1212,1215,1212,1212,1212,1212.02,2643,32.03,6,2633,99.62
HUDCO, N3, 31-Aug-2021,1059.9,1060.2,1060.2,1059.9,1059.9,1059.98,1060.12,21,0.22,5,19,90.48
HUDCO, N5, 31-Aug-2021,1194.76,1192.6,1200,1192.6,1200,1199.5,1192.74,510,6.08,3,500,98.04
HUDCO, N8, 31-Aug-2021,1245,1245,1245,1241.1,1241.1,1241.19,1244.05,400,4.98,5,300,75
HUDCO, N9, 31-Aug-2021,1268,1260,1268,1260,1268,1268,1260.02,531,6.69,3,531,100
HUDCO, ND, 31-Aug-2021,1306,1306,1314.5,1300,1310,1309.68,1309.36,335,4.39,16,311,92.84
HUDCO, NE, 31-Aug-2021,1447.13,1455.01,1467.99,1455,1467.99,1467.99,1455.1,504,7.33,5,502,99.6
HUHTAMAKI, EQ, 31-Aug-2021,262.55,264.85,268,262.05,267.05,265.3,264.32,58511,154.65,1735,35770,61.13
IBMFNIFTY, EQ, 31-Aug-2021,160.75,161.5,162.6,159,162.6,161.83,160.98,631,1.02,61,497,78.76
IBREALEST, EQ, 31-Aug-2021,139.4,139.6,140.6,135.5,136.1,136.4,137.44,5211033,7161.86,34464,2395538,45.97
IBUCCREDIT, N4, 31-Aug-2021,1278,1274,1274,1274,1274,1274,1274,10,0.13,1,10,100
IBUCCREDIT, NB, 31-Aug-2021,914.2,905.65,905.65,905.65,905.65,905.65,905.65,20,0.18,5,20,100
IBULHSGFIN, EQ, 31-Aug-2021,227.95,228.6,228.9,221.55,223.8,224,225.24,11480181,25857.47,73745,1843058,16.05
IBULHSGFIN, N7, 31-Aug-2021,1515,1515.15,1515.15,1515,1515,1515.03,1515.03,13,0.2,2,13,100
IBULHSGFIN, N8, 31-Aug-2021,981.39,982,985.01,982,985.01,985.01,983.82,303,2.98,11,303,100
IBULHSGFIN, NA, 31-Aug-2021,1005,1005.99,1006,1005.99,1006,1006,1005.99,30,0.3,5,30,100
ICDSLTD, BE, 31-Aug-2021,99.1,104.05,104.05,104.05,104.05,104.05,104.05,14472,15.06,511, -, -
ICEMAKE, EQ, 31-Aug-2021,71.85,72.8,72.8,71,71,71.1,71.7,3864,2.77,95,3265,84.5
ICICI500, EQ, 31-Aug-2021,236.3,237,239.9,236.3,239.9,238.5,238.19,22655,53.96,200,21233,93.72
ICICIALPLV, EQ, 31-Aug-2021,173.59,184.7,184.7,172.11,175.45,174.73,174.71,5357,9.36,189,4917,91.79
ICICIB22, EQ, 31-Aug-2021,40.99,40.95,41.3,40.55,41.19,41.25,41.16,651596,268.2,2260,608534,93.39
ICICIBANK, EQ, 31-Aug-2021,713.65,714,719.9,709.35,718,719.05,717.35,19760246,141749.78,171103,10314845,52.2
ICICIBANKN, EQ, 31-Aug-2021,362.79,362.79,374.7,361.35,363.4,363.42,363.31,7317,26.58,240,5544,75.77
ICICIBANKP, EQ, 31-Aug-2021,185.83,188.88,188.88,184.32,185.95,186.2,186.16,12008,22.35,100,8713,72.56
ICICIFMCG, EQ, 31-Aug-2021,392.18,395,398.9,392,394.9,394.04,393.24,13106,51.54,208,10093,77.01
ICICIGI, EQ, 31-Aug-2021,1585.15,1585,1601.65,1568.65,1599,1594.6,1587.86,714442,11344.32,35857,462281,64.71
ICICIGOLD, EQ, 31-Aug-2021,42,42,44.04,40,41.95,41.8,42.21,326050,137.63,1869,187764,57.59
ICICILIQ, EQ, 31-Aug-2021,1000,1000,1000,999.99,1000,999.99,1000,20460,204.6,32,17061,83.39
ICICILOVOL, EQ, 31-Aug-2021,138.05,134.55,139.9,134.55,139.52,139.42,139.14,164160,228.42,1178,159407,97.1
ICICIM150, EQ, 31-Aug-2021,107.25,110.7,110.7,107.5,108.05,108.02,107.89,19125,20.63,519,16289,85.17
ICICIMCAP, EQ, 31-Aug-2021,100.5,101.9,101.9,99.5,100.9,100.93,100.85,6812,6.87,298,3888,57.08
ICICINF100, EQ, 31-Aug-2021,185.57,186.99,191.1,185,187.85,187.82,188.03,68695,129.17,372,51932,75.6
ICICINIFTY, EQ, 31-Aug-2021,181.64,198,198,180.6,183.75,183.43,182.31,93918,171.23,5130,56660,60.33
ICICINV20, EQ, 31-Aug-2021,92.18,92.84,93.5,92.25,93.5,93.28,92.58,21454,19.86,1415,17778,82.87
ICICINXT50, EQ, 31-Aug-2021,41.83,42.28,42.28,41.62,42.25,42.2,42.03,28834,12.12,821,23580,81.78
ICICIPHARM, EQ, 31-Aug-2021,89.94,90,91.8,90,91.6,91.34,91.31,34167,31.2,365,22054,64.55
ICICIPRULI, EQ, 31-Aug-2021,659,661.45,666,648.7,658.55,659.1,653.85,7583164,49582.66,61535,5619143,74.1
ICICISENSX, EQ, 31-Aug-2021,615.35,619.99,623.9,615.1,623.9,620.52,621.44,896,5.57,88,518,57.81
ICICITECH, EQ, 31-Aug-2021,345.94,349,351.08,345.74,349.9,349.36,348.25,15277,53.2,612,6552,42.89
ICIL, EQ, 31-Aug-2021,241.25,241.1,241.45,227.8,233.6,234.8,233.29,547548,1277.35,16733,259879,47.46
ICRA, EQ, 31-Aug-2021,3568.05,3597.25,3680.45,3469.5,3530,3529.55,3597.95,17297,622.34,1756,12520,72.38
IDBI, EQ, 31-Aug-2021,38.5,38.5,39,38.15,38.2,38.5,38.57,10742395,4143.88,56715,4738854,44.11
IDBIGOLD, EQ, 31-Aug-2021,4354.75,4390,4390,4339.8,4350,4341.15,4344.37,209,9.08,34,180,86.12
IDEA, EQ, 31-Aug-2021,5.95,5.95,6.4,5.85,6.05,6.1,6.12,298905204,18300.57,139209,74646486,24.97
IDFC, EQ, 31-Aug-2021,50.9,50.5,52.1,49.85,50.2,50.25,50.97,5125355,2612.14,14136,1786156,34.85
IDFCFIRSTB, EQ, 31-Aug-2021,43.45,43.7,43.7,42.45,42.85,42.95,43.15,41496912,17905.69,45930,16831069,40.56
IDFCFIRSTB, N9, 31-Aug-2021,5265,5300,5300,5300,5300,5300,5300,4,0.21,3,4,100
IDFCFIRSTB, NB, 31-Aug-2021,5185.09,5190,5190,5190,5190,5190,5190,6,0.31,4,6,100
IDFCFIRSTB, NC, 31-Aug-2021,10942.25,10950,10960,10950,10960,10955.05,10952.02,20,2.19,5,16,80
IDFCFIRSTB, NE, 31-Aug-2021,10650.01,10680,10771,10661,10771,10770.8,10704.69,13,1.39,8,9,69.23
IDFNIFTYET, EQ, 31-Aug-2021,177.91,180,180,177.76,179.93,179.4,178.9,939,1.68,17,820,87.33
IEX, EQ, 31-Aug-2021,480.05,488,521.7,487,503.3,504.85,509.63,23252363,118500.16,294518,3842449,16.52
IFBAGRO, EQ, 31-Aug-2021,539.35,541.1,549.55,536.85,538,538.85,541.92,11602,62.87,854,4021,34.66
IFBIND, EQ, 31-Aug-2021,921.5,926,930,903.7,920.9,917.9,921.55,16165,148.97,1860,7310,45.22
IFCI, EQ, 31-Aug-2021,11.9,11.85,11.9,11.4,11.55,11.5,11.64,2283926,265.94,3152,1014006,44.4
IFCI, NH, 31-Aug-2021,1085.42,1083,1088.98,1083,1085,1084.12,1084.61,404,4.38,13,400,99.01
IFCI, NL, 31-Aug-2021,1052,1054,1054,1052,1052,1052,1052.13,227,2.39,6,227,100
IFGLEXPOR, EQ, 31-Aug-2021,314.9,319,319.9,312,312.6,314.2,316.02,26614,84.11,1584,17051,64.07
IGARASHI, EQ, 31-Aug-2021,515.9,518.5,520.7,503.3,508,507.45,512.86,49905,255.94,2900,24821,49.74
IGL, EQ, 31-Aug-2021,531.9,534.75,551.85,530.2,545.95,545.85,545.89,4255913,23232.66,72574,1829090,42.98
IGPL, EQ, 31-Aug-2021,622.8,628.3,649.7,621.75,639,640.05,637.57,131692,839.63,5630,82194,62.41
IIFCL, N2, 31-Aug-2021,1145,1145,1145,1145,1145,1145,1145,100,1.15,1,100,100
IIFCL, N4, 31-Aug-2021,1415,1415,1425,1415,1422,1422,1421.48,145,2.06,9,145,100
IIFL, BE, 31-Aug-2021,286.35,286.9,288,277.05,281.25,282.5,282.23,48279,136.26,955, -, -
IIFL, N4, 31-Aug-2021,1034.88,1035,1038.98,1025,1025,1025,1028.82,263,2.71,7,163,61.98
IIFL, N5, 31-Aug-2021,1074.58,1070.7,1070.7,1070.7,1070.7,1070.7,1070.7,100,1.07,1,100,100
IIFL, N6, 31-Aug-2021,1023.99,1023.99,1023.99,1015,1015,1015,1016.06,170,1.73,3,170,100
IIFL, N9, 31-Aug-2021,1018.6,1020,1020,1019.6,1019.6,1019.79,1019.79,104,1.06,4,104,100
IIFL, NA, 31-Aug-2021,1205.5,1210,1210,1210,1210,1210,1210,50,0.61,1,50,100
IIFL, NB, 31-Aug-2021,1041.4,1044.8,1044.8,1044.8,1044.8,1044.8,1044.8,20,0.21,3,20,100
IIFL, NC, 31-Aug-2021,1005.3,1020,1020,1020,1020,1020,1020,50,0.51,1,50,100
IIFL, NE, 31-Aug-2021,994.56,994,997.99,994,995.01,995.01,995.13,881,8.77,18,637,72.3
IIFL, NF, 31-Aug-2021,992.66,992.5,992.5,989.5,990,990.05,991.08,3826,37.92,61,3309,86.49
IIFL, NG, 31-Aug-2021,992,990,992,990,992,992,991.52,33,0.33,5,33,100
IIFLSEC, EQ, 31-Aug-2021,94.25,94.65,95.1,93.1,93.5,93.45,94.2,248568,234.16,2693,141672,57
IIFLWAM, EQ, 31-Aug-2021,1550.5,1569,1630,1561.05,1618,1621.95,1599.59,99336,1588.97,9020,60633,61.04
IIHFL, N4, 31-Aug-2021,990.3,990.5,991,990.5,991,991,990.94,90,0.89,3,90,100
IIHFL, N5, 31-Aug-2021,988.29,990,992,985,992,992,990.57,2479,24.56,40,2476,99.88
IIHFL, N6, 31-Aug-2021,912.7,912.8,939.93,912.7,939.93,939.93,913.06,86,0.79,4,85,98.84
IITL, EQ, 31-Aug-2021,62.65,62.45,63.35,61.25,61.5,61.5,62.23,1590,0.99,66,1301,81.82
IL&FSENGG, BZ, 31-Aug-2021,4.65,4.45,4.7,4.45,4.5,4.65,4.51,37822,1.7,49, -, -
IL&FSTRANS, BZ, 31-Aug-2021,4.15,4.15,4.3,3.95,4.1,4.15,4.12,81371,3.35,106, -, -
IMAGICAA, EQ, 31-Aug-2021,7.8,8.1,8.1,7.8,7.85,7.9,7.91,79952,6.32,190,52701,65.92
IMFA, BE, 31-Aug-2021,702.6,709.8,714,691,692,694.8,700.14,9504,66.54,903, -, -
IMPAL, EQ, 31-Aug-2021,773.75,783.7,783.7,760,765,763.6,767.28,3954,30.34,270,3009,76.1
INCREDIBLE, BE, 31-Aug-2021,27.55,28.35,28.8,27,27.5,27.2,27.74,10408,2.89,87, -, -
INDBANK, EQ, 31-Aug-2021,23.15,23.8,23.8,22.55,22.55,22.7,22.97,62604,14.38,540,32243,51.5
INDHOTEL, EQ, 31-Aug-2021,140.9,140.85,142,139.7,140.1,140.4,140.69,829920,1167.63,7165,290964,35.06
INDIACEM, EQ, 31-Aug-2021,162.6,162.7,166,162.05,163.45,163.6,164.31,1552586,2551.12,14179,487625,31.41
INDIAGLYCO, EQ, 31-Aug-2021,720.4,719,727.55,702.3,705,706.25,715.41,193923,1387.35,7269,50300,25.94
INDIAMART, EQ, 31-Aug-2021,7786.9,7800,7999,7750,7825,7848.2,7890.72,318931,25165.96,41566,68792,21.57
INDIANB, EQ, 31-Aug-2021,121.5,122.85,127.15,122.3,124.5,125,124.8,3398518,4241.42,24351,1290407,37.97
INDIANCARD, BE, 31-Aug-2021,166.8,174.9,174.9,165.25,166,169.4,169.96,653,1.11,32, -, -
INDIANHUME, EQ, 31-Aug-2021,207.75,208.5,210.5,199.9,203.5,201.8,204.55,62944,128.75,2006,29742,47.25
INDIGO, EQ, 31-Aug-2021,1819.25,1830,1924.05,1807.05,1906,1904.15,1875.73,1684036,31587.99,59069,442586,26.28
INDIGOPNTS, EQ, 31-Aug-2021,2560.55,2575,2612.05,2554,2565.15,2585.95,2586.68,33767,873.44,5575,17026,50.42
INDIGRID, IV, 31-Aug-2021,134.44,135.9,135.9,133.65,133.65,133.81,133.98,327533,438.84,499,322715,98.53
INDIGRID, ND, 31-Aug-2021,1006,1010,1016,1010,1016,1016,1013,45,0.46,7,45,100
INDIGRID, NJ, 31-Aug-2021,1060,1060,1063.98,1058,1062.75,1062.75,1061.27,4765,50.57,23,3360,70.51
INDIGRID, NL, 31-Aug-2021,1041.05,1055,1055,1055,1055,1055,1055,25,0.26,1,25,100
INDLMETER, EQ, 31-Aug-2021,11.75,12,12,11.25,11.6,11.55,11.56,28727,3.32,159,18648,64.91
INDNIPPON, EQ, 31-Aug-2021,363.3,363.3,363.95,355,361,362.5,359.55,14982,53.87,801,7632,50.94
INDOCO, EQ, 31-Aug-2021,466.35,470,517.8,467,480.9,479.75,498.23,3841820,19140.97,93565,531130,13.82
INDORAMA, BE, 31-Aug-2021,49,48,48.95,47.55,48.15,48.05,48.03,26598,12.77,189, -, -
INDOSOLAR, BZ, 31-Aug-2021,2.45,2.5,2.5,2.35,2.4,2.35,2.36,149152,3.52,105, -, -
INDOSTAR, EQ, 31-Aug-2021,302.75,303,303,290.2,291,291.65,295.26,174073,513.97,4682,105330,60.51
INDOTECH, BE, 31-Aug-2021,171.85,163.3,163.3,163.3,163.3,163.3,163.3,8534,13.94,162, -, -
INDOTHAI, EQ, 31-Aug-2021,83.75,83.95,83.95,80.35,81.05,81.65,81.78,33662,27.53,539,13306,39.53
INDOWIND, BE, 31-Aug-2021,7.1,7.2,7.2,6.75,7.05,6.95,6.96,42216,2.94,217, -, -
INDRAMEDCO, EQ, 31-Aug-2021,74.75,75.3,80,74.6,76.65,76.8,77.62,832088,645.85,10867,198326,23.83
INDSWFTLAB, EQ, 31-Aug-2021,67,67.75,67.75,64.2,64.9,64.7,65.55,112896,74,1988,68495,60.67
INDSWFTLTD, BE, 31-Aug-2021,9.55,9.9,10,9.5,9.85,9.7,9.92,115224,11.43,245, -, -
INDTERRAIN, EQ, 31-Aug-2021,37.5,38.2,38.2,37,37,37.25,37.51,73245,27.47,620,47447,64.78
INDUSINDBK, EQ, 31-Aug-2021,1005.1,1009,1009.8,990,992.95,992.4,996.17,3138652,31266.41,79838,978277,31.17
INDUSTOWER, EQ, 31-Aug-2021,216.6,216.5,218,214.1,214.75,215.35,214.81,6454620,13865.29,27650,4928276,76.35
INEOSSTYRO, EQ, 31-Aug-2021,1352.1,1360,1394.95,1333.2,1349,1343.25,1367.02,25587,349.78,5279,8196,32.03
INFIBEAM, EQ, 31-Aug-2021,39.9,39.9,47.85,39.9,46.9,47.35,45.48,31682314,14409.78,63344,9163449,28.92
INFOBEAN, BE, 31-Aug-2021,384.05,380.5,394.45,371.05,382.5,385.3,384.64,9115,35.06,400, -, -
INFRABEES, EQ, 31-Aug-2021,479.2,485,487.6,478.72,485.79,486.17,482.93,4367,21.09,139,3390,77.63
INFY, EQ, 31-Aug-2021,1698.05,1700.15,1715,1685.85,1713,1706.45,1700.72,12255438,208430.24,219156,7696964,62.8
INGERRAND, EQ, 31-Aug-2021,922.25,922.25,929.9,904.85,906,906.85,911.52,20443,186.34,2085,9499,46.47
INNOVANA, SM, 31-Aug-2021,141,134.75,134.75,134.75,134.75,134.75,134.75,11000,14.82,1,11000,100
INNOVATIVE, SM, 31-Aug-2021,14.45,14.35,14.4,13.75,13.75,13.75,14.13,15000,2.12,4,15000,100
INOXLEISUR, EQ, 31-Aug-2021,306.15,305.7,316,305.65,310,309.25,310.93,290822,904.25,8559,102295,35.17
INOXWIND, EQ, 31-Aug-2021,107.05,109.9,110.25,106.1,107,106.8,107.71,646956,696.86,9844,223227,34.5
INSECTICID, EQ, 31-Aug-2021,754.85,741.15,774,734.8,754,766.95,754.69,31192,235.4,2610,11611,37.22
INSPIRISYS, BE, 31-Aug-2021,49.5,50,50.25,48.1,49.2,48.7,49.11,2245,1.1,44, -, -
INTELLECT, EQ, 31-Aug-2021,650.45,655,659.95,641.85,657.6,651.4,649.6,238946,1552.2,10821,148179,62.01
INTENTECH, EQ, 31-Aug-2021,75.95,75.1,76.85,73,76.1,75.15,74.67,216315,161.52,2417,169771,78.48
INVENTURE, EQ, 31-Aug-2021,2.95,3,3,2.9,3,2.95,2.95,1597272,47.2,1078,1112225,69.63
IOB, EQ, 31-Aug-2021,19.7,19.85,20.45,19.5,19.55,19.6,19.89,6139330,1221.14,8320,1617036,26.34
IOC, EQ, 31-Aug-2021,107.35,108,111.3,107.4,110.95,110.85,109.79,22323605,24508.61,87810,10542264,47.22
IOLCP, EQ, 31-Aug-2021,556.75,559.4,572,555,559,559.1,562.75,472597,2659.53,16052,160387,33.94
IPCALAB, EQ, 31-Aug-2021,2481.3,2490,2664.3,2431,2590.05,2575.3,2576.61,897311,23120.17,56738,307044,34.22
IPL, EQ, 31-Aug-2021,320.75,322,327.3,316.5,319.7,318.25,322.55,448421,1446.39,12977,155483,34.67
IRB, EQ, 31-Aug-2021,166.3,166,168,162.2,164.45,165.25,165.36,1800154,2976.79,15983,476437,26.47
IRBINVIT, IV, 31-Aug-2021,56.46,56.45,56.8,55.8,56.06,56.35,56.32,80380,45.27,197,70622,87.86
IRCON, EQ, 31-Aug-2021,42.95,42.95,43.75,42.8,43.05,43.05,43.1,854461,368.24,4820,360298,42.17
IRCTC, EQ, 31-Aug-2021,2697.75,2711,2759.5,2701,2749.95,2752,2741.65,2050223,56210.02,94064,428341,20.89
IREDA, N4, 31-Aug-2021,1197,1197,1197,1197,1197,1197,1197,4,0.05,1,4,100
IREDA, N5, 31-Aug-2021,1294.99,1285.1,1289,1275.71,1275.71,1287.19,1287.19,237,3.05,6,237,100
IREDA, N6, 31-Aug-2021,1406.24,1460,1537.99,1460,1537.99,1537.99,1528.93,50,0.76,7,50,100
IREDA, N7, 31-Aug-2021,1251.99,1251.99,1251.99,1251.99,1251.99,1251.99,1251.99,1,0.01,1,1,100
IRFC, EQ, 31-Aug-2021,23,23,23.35,22.85,23,22.95,23.02,12755814,2936.67,16413,6979752,54.72
IRFC, N1, 31-Aug-2021,1091.2,1091.2,1091.2,1086.41,1086.41,1086.41,1088.22,14,0.15,4,14,100
IRFC, N7, 31-Aug-2021,1199,1199,1199,1199,1199,1199,1199,5,0.06,1,5,100
IRFC, N9, 31-Aug-2021,1126.01,1140,1140,1140,1140,1140,1140,50,0.57,1,50,100
IRFC, NA, 31-Aug-2021,1288,1285,1285,1285,1285,1285,1285,1,0.01,1,1,100
IRFC, NC, 31-Aug-2021,1274.5,1275,1275,1275,1275,1275,1275,1000,12.75,1,1000,100
IRFC, NE, 31-Aug-2021,1326,1295.01,1304.5,1295,1296.51,1296.51,1296.76,300,3.89,7,250,83.33
IRFC, NJ, 31-Aug-2021,1259,1272.79,1272.79,1259,1259,1259.27,1259.27,51,0.64,2,51,100
IRFC, NO, 31-Aug-2021,1267.5,1267.5,1267.5,1267.5,1267.5,1267.5,1267.5,30,0.38,2,30,100
IRISDOREME, BE, 31-Aug-2021,170.85,175.95,179.35,175,178.8,177.55,178.39,5734,10.23,87, -, -
ISEC, EQ, 31-Aug-2021,729.2,730.5,734.2,717.1,720,721.6,722.63,259360,1874.21,10899,115081,44.37
ISFT, EQ, 31-Aug-2021,109.05,110.9,111,108.65,109,109.05,109.25,87288,95.36,901,71782,82.24
ISGEC, EQ, 31-Aug-2021,727.55,727.55,737.95,717.4,727.5,728.15,727.72,61246,445.7,4108,37448,61.14
ISMTLTD, BE, 31-Aug-2021,26.9,27.5,27.5,26.3,26.8,26.9,26.91,47565,12.8,123, -, -
ITC, EQ, 31-Aug-2021,208,208.05,211.6,207.25,211,211.3,210.24,25808430,54260.34,123479,16684705,64.65
ITDC, EQ, 31-Aug-2021,374.95,376.7,387,370.55,375.65,376.25,378.91,52029,197.14,3375,8700,16.72
ITDCEM, EQ, 31-Aug-2021,79.15,79.6,79.6,78.05,78.25,78.25,78.58,187077,147,2460,87881,46.98
ITI, EQ, 31-Aug-2021,113.45,114.7,116,113.7,115,114.75,114.91,194879,223.93,3617,74828,38.4
IVC, EQ, 31-Aug-2021,6.55,6.65,6.65,6.3,6.3,6.35,6.41,168975,10.83,399,122625,72.57
IVP, EQ, 31-Aug-2021,118.45,122,124.35,117.1,124.35,122.95,122.62,4104,5.03,207,2527,61.57
IVZINGOLD, EQ, 31-Aug-2021,4239,4298.95,4298.95,4249.45,4273.95,4273.95,4279.12,11,0.47,8,6,54.55
IVZINNIFTY, EQ, 31-Aug-2021,1847.4,1840,1870.5,1840,1870.5,1870.5,1842.07,20,0.37,3,18,90
IWEL, BE, 31-Aug-2021,749.7,740,759.95,740,750,746.55,743.59,1430,10.63,65, -, -
IZMO, EQ, 31-Aug-2021,101.95,102.7,102.75,98.9,100.35,99.35,100.13,39619,39.67,932,26590,67.11
J&KBANK, EQ, 31-Aug-2021,36.15,36.35,36.4,35.15,35.35,35.3,35.74,1811503,647.42,5992,878223,48.48
JAGRAN, EQ, 31-Aug-2021,56.2,56.4,57.95,56.05,56.4,56.4,56.7,167897,95.19,1689,72764,43.34
JAGSNPHARM, EQ, 31-Aug-2021,152.05,153.4,154.8,148.8,149.6,150.05,151.29,33791,51.12,938,16863,49.9
JAIBALAJI, EQ, 31-Aug-2021,58.4,59.5,59.5,57,58.2,57.65,57.59,55442,31.93,341,48221,86.98
JAICORPLTD, EQ, 31-Aug-2021,128.9,129.15,129.7,126,126.9,126.75,127.8,656193,838.62,6660,190623,29.05
JAINSTUDIO, BZ, 31-Aug-2021,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1,0,1, -, -
JALAN, SM, 31-Aug-2021,14.2,14.9,14.9,14.9,14.9,14.9,14.9,9000,1.34,3,9000,100
JAMNAAUTO, EQ, 31-Aug-2021,88.95,88.5,90.9,86.7,90.5,89.65,88.62,1137442,1007.98,17320,740446,65.1
JASH, EQ, 31-Aug-2021,477.3,481,483.85,475,476.5,479,479.14,7925,37.97,411,6148,77.58
JAYAGROGN, EQ, 31-Aug-2021,241.65,243.65,244.15,237,238.1,238.5,239.93,37416,89.77,1904,19786,52.88
JAYBARMARU, EQ, 31-Aug-2021,184.35,185.25,191.45,184.5,186.5,186.3,187.41,33286,62.38,1201,16044,48.2
JAYNECOIND, BE, 31-Aug-2021,21.65,22.7,22.7,20.6,20.7,20.95,21.66,386840,83.78,609, -, -
JAYSREETEA, EQ, 31-Aug-2021,106.6,108.45,113,106.65,108.05,108.05,110.17,568113,625.92,11458,164879,29.02
JBCHEPHARM, EQ, 31-Aug-2021,1701.35,1701.35,1720,1675,1707,1702.65,1703.85,138966,2367.77,15694,93950,67.61
JBFIND, BE, 31-Aug-2021,22.35,22.7,23.3,21.25,22,22.05,22.29,276125,61.55,720, -, -
JBMA, EQ, 31-Aug-2021,451.65,454.9,458.35,450,452.8,453.1,454.54,32544,147.92,1850,13504,41.49
JCHAC, EQ, 31-Aug-2021,2200.1,2211.15,2211.15,2181.05,2190,2193.75,2196.68,6627,145.57,1420,3629,54.76
JETAIRWAYS, BZ, 31-Aug-2021,74.2,73.5,75,72.8,74.35,74.15,73.94,58136,42.98,918, -, -
JHS, EQ, 31-Aug-2021,25.45,26,26,24.8,24.95,24.95,25.22,77251,19.48,995,52793,68.34
JINDALPHOT, EQ, 31-Aug-2021,83.5,85.7,87.75,84.85,87.25,86.45,86.45,14775,12.77,369,10399,70.38
JINDALPOLY, EQ, 31-Aug-2021,981.45,988.7,994.9,970,978.35,976.25,983.32,86759,853.12,4594,27108,31.25
JINDALSAW, EQ, 31-Aug-2021,119,119.8,121.8,117.2,117.9,117.85,119.37,1291677,1541.89,11981,386492,29.92
JINDALSTEL, EQ, 31-Aug-2021,381.45,381.4,383,375.95,376.9,376.95,379.25,10414277,39496.56,60277,3191386,30.64
JINDRILL, EQ, 31-Aug-2021,132.9,132.65,132.8,127.7,128,128.45,129.78,25609,33.24,569,16746,65.39
JINDWORLD, EQ, 31-Aug-2021,64.8,64.6,66.35,63.5,63.65,63.8,65.05,220293,143.3,1560,13971,6.34
JISLDVREQS, EQ, 31-Aug-2021,20.25,20.9,20.9,19.3,19.4,19.4,19.72,83944,16.56,311,53493,63.72
JISLJALEQS, EQ, 31-Aug-2021,32.25,32.2,32.35,30.7,31.15,31.1,31.59,2804789,886.15,5464,1676033,59.76
