SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
EIFFL, SM, 31-Aug-2021,79,82.95,82.95,82.95,82.95,82.95,82.95,800,0.66,1,800,100
EIHAHOTELS, EQ, 31-Aug-2021,309.4,308.25,313.95,301.75,305.85,304.7,306.95,7739,23.75,676,3627,46.87
EIHOTEL, EQ, 31-Aug-2021,103.2,103.25,106,102.1,102.95,102.4,103.64,265369,275.03,4811,138246,52.1
EIMCOELECO, EQ, 31-Aug-2021,412.95,413.4,418.95,407,413.9,410.45,413.58,2922,12.08,201,2316,79.26
EKC, BE, 31-Aug-2021,111.9,111.9,113,106.35,109.5,111.35,108.65,277257,301.25,1634, -, -
ELECON, EQ, 31-Aug-2021,163,164,168.7,160.4,164.4,164.5,164.42,1086510,1786.41,11948,343318,31.6
ELECTCAST, EQ, 31-Aug-2021,35.5,35.5,35.8,35,35.7,35.55,35.38,312702,110.65,1583,197034,63.01
ELECTHERM, EQ, 31-Aug-2021,125,127,127,124.15,125.4,125.2,125.41,6991,8.77,284,4786,68.46
ELGIEQUIP, EQ, 31-Aug-2021,194.55,194.55,202.75,194.55,197.1,197.5,199.28,255316,508.8,6882,97173,38.06
ELGIRUBCO, EQ, 31-Aug-2021,37,37,39,36.4,38.8,38.15,37.64,176496,66.43,380,82796,46.91
EMAMILTD, EQ, 31-Aug-2021,608.2,610,611,592.5,596,597.2,602.32,763439,4598.33,22468,472860,61.94
EMAMIPAP, EQ, 31-Aug-2021,174.1,175.7,177.05,172,172.1,172.4,174.11,71615,124.69,2177,39417,55.04
EMAMIREAL, EQ, 31-Aug-2021,64.95,68,68,63.1,64.55,64.8,66.01,53682,35.44,801,23553,43.88
EMBASSY, RR, 31-Aug-2021,355.3,355,359.85,350.5,358.9,357.6,357.53,242494,866.98,2778,178100,73.45
EMCO, BZ, 31-Aug-2021,1.95,1.95,2,1.9,1.95,1.95,1.95,24276,0.47,41, -, -
EMKAY, EQ, 31-Aug-2021,126.7,126.45,126.45,120.25,122.5,121.95,122.85,107358,131.89,3697,61017,56.84
EMMBI, EQ, 31-Aug-2021,102.9,103.95,103.95,101.15,101.4,101.65,102.27,18990,19.42,664,11362,59.83
ENDURANCE, EQ, 31-Aug-2021,1677.15,1684.95,1702.95,1649.05,1665,1662.85,1667.94,53829,897.83,8591,30116,55.95
ENERGYDEV, EQ, 31-Aug-2021,9.6,9.9,9.95,9.3,9.3,9.45,9.64,39061,3.77,191,23939,61.29
ENGINERSIN, EQ, 31-Aug-2021,71.8,72,73.4,71.8,72.95,73.1,72.64,1663542,1208.32,8998,972752,58.47
ENIL, EQ, 31-Aug-2021,187.7,187.95,192.15,185.25,188.1,188.7,188.3,55039,103.64,1692,23305,42.34
EPL, EQ, 31-Aug-2021,228.5,229.95,236,227.75,235.75,232.85,231.11,303317,700.99,6833,215984,71.21
EQ30, EQ, 31-Aug-2021,402.32,414.25,414.25,395.1,401.5,401.82,401.2,747,3,161,557,74.56
EQUITAS, EQ, 31-Aug-2021,116.6,116.75,120,115.6,117.4,117.9,118.27,421120,498.06,6148,224254,53.25
EQUITASBNK, EQ, 31-Aug-2021,59.2,59.9,60,59.25,59.6,59.55,59.57,339482,202.24,3417,218045,64.23
ERFLNCDI, N5, 31-Aug-2021,898,902.8,902.8,902.8,902.8,902.8,902.8,50,0.45,1,50,100
ERFLNCDI, N6, 31-Aug-2021,900,900,900,900,900,900,900,259,2.33,4,259,100
ERIS, EQ, 31-Aug-2021,728.05,731.9,737.5,722.15,728.05,731,729.69,33398,243.7,2922,13538,40.54
EROSMEDIA, EQ, 31-Aug-2021,17.95,18.2,18.45,17.35,17.4,17.4,17.63,526628,92.83,1788,356713,67.74
ESABINDIA, EQ, 31-Aug-2021,2234.55,2258,2350,2183.65,2200,2206.25,2289.62,93412,2138.78,10797,26081,27.92
ESCORTS, EQ, 31-Aug-2021,1366.4,1371,1376.45,1341,1345.5,1346.35,1357.23,827925,11236.81,37567,220401,26.62
ESSARSHPNG, EQ, 31-Aug-2021,10.6,10.5,10.5,9.9,10.1,10.05,10.11,279098,28.23,858,138175,49.51
ESTER, EQ, 31-Aug-2021,133.85,134.95,135.75,132.7,133.5,133.25,133.69,113054,151.14,4057,51389,45.46
EVEREADY, EQ, 31-Aug-2021,335.3,335.3,350,329,339.5,339.65,341.8,709181,2423.97,11648,345889,48.77
EVERESTIND, EQ, 31-Aug-2021,454.8,456.7,458.7,438.2,441.5,440.75,446.78,58391,260.88,3174,32707,56.01
EXCEL, BE, 31-Aug-2021,3,3.1,3.1,2.85,2.95,2.95,2.93,42864,1.26,97, -, -
EXCELINDUS, EQ, 31-Aug-2021,1150.9,1152.55,1174,1116,1125.5,1126.65,1151.26,33664,387.56,4879,10377,30.83
EXIDEIND, EQ, 31-Aug-2021,161.55,163.05,163.4,160.05,161.5,161.15,161.55,5277497,8525.57,45476,2107355,39.93
EXPLEOSOL, BE, 31-Aug-2021,1121.5,1108,1142.85,1086.15,1105,1107.4,1108.95,5612,62.23,361, -, -
EXXARO, EQ, 31-Aug-2021,137.55,144,145,131.6,137,136.5,139.05,2809605,3906.76,30981,1182557,42.09
FACT, EQ, 31-Aug-2021,121.7,122.6,122.6,120.1,120.7,120.4,121.17,97871,118.59,2380,44961,45.94
FAIRCHEMOR, EQ, 31-Aug-2021,1886.5,1886.25,1912.45,1865,1875,1870.95,1883.01,8661,163.09,1078,5305,61.25
FCL, EQ, 31-Aug-2021,103,103.85,104.2,101.5,102.1,102.2,102.95,518291,533.56,7583,191200,36.89
FCONSUMER, EQ, 31-Aug-2021,6.7,6.75,6.8,6.6,6.8,6.75,6.69,3519722,235.43,3069,2278720,64.74
FCSSOFT, BE, 31-Aug-2021,1.6,1.6,1.6,1.55,1.55,1.55,1.55,2644936,41.06,3149, -, -
FDC, EQ, 31-Aug-2021,347.65,349.9,349.9,342,346.9,345.65,345.65,76447,264.24,3289,36114,47.24
FEDERALBNK, EQ, 31-Aug-2021,81.35,81.3,81.75,80.1,81.15,81.25,81.01,13356776,10820.95,41668,3951713,29.59
FEL, EQ, 31-Aug-2021,8.25,8.25,8.45,8.2,8.4,8.35,8.3,592090,49.17,770,415771,70.22
FELDVR, EQ, 31-Aug-2021,11.85,11.8,12.1,11.55,11.55,11.65,11.73,13770,1.61,90,9169,66.59
FIEMIND, EQ, 31-Aug-2021,982.5,986.75,1059.85,986.7,1034.1,1041.65,1024.7,272996,2797.4,17568,114228,41.84
FILATEX, EQ, 31-Aug-2021,93.05,93.5,94.45,89.6,90.45,90.45,92.11,510754,470.48,6318,318430,62.35
FINCABLES, EQ, 31-Aug-2021,454.8,457.65,472.05,450.55,465.2,465.55,461.72,452894,2091.11,12526,239604,52.91
FINEORG, EQ, 31-Aug-2021,2813.4,2827.9,2865,2809.4,2848,2843.5,2829.13,39373,1113.91,3969,26791,68.04
FINPIPE, EQ, 31-Aug-2021,169.1,169.95,170,167.25,167.5,167.95,168.18,887073,1491.91,14576,699877,78.9
FLEXITUFF, EQ, 31-Aug-2021,17.5,18.35,18.35,16.65,18,18,17.67,21678,3.83,188,13206,60.92
FLFL, EQ, 31-Aug-2021,50.3,50.45,50.95,49.6,50.25,50.1,50.02,81767,40.9,861,44253,54.12
FLUOROCHEM, EQ, 31-Aug-2021,1699.2,1700,1825,1699.15,1740,1759.5,1784.61,449916,8029.26,22079,217233,48.28
FMGOETZE, EQ, 31-Aug-2021,281.5,283,283.3,280.65,282,281.5,281.97,27690,78.08,1047,20032,72.34
FMNL, EQ, 31-Aug-2021,8,8.1,8.1,7.85,7.85,7.85,7.92,135841,10.76,421,99685,73.38
FOCUS, SM, 31-Aug-2021,64.35,61.2,61.2,61.15,61.15,61.15,61.18,6000,3.67,2,3000,50
FORCEMOT, EQ, 31-Aug-2021,1367.65,1374.7,1374.7,1347,1354,1356.95,1357.3,47897,650.11,3907,12269,25.62
FORTIS, EQ, 31-Aug-2021,285.7,288,296.75,285.55,290,290.5,291.24,5712361,16636.58,59706,1494657,26.17
FOSECOIND, EQ, 31-Aug-2021,1499,1501.65,1525.2,1487.1,1490,1502.9,1512.41,1434,21.69,229,804,56.07
FRETAIL, EQ, 31-Aug-2021,45.15,45.3,45.75,43.6,44.3,44.3,44.32,1214955,538.43,7756,704451,57.98
FSC, EQ, 31-Aug-2021,64.25,65.5,67.95,63,65.1,65.5,64.52,53080,34.25,1045,33607,63.31
FSL, EQ, 31-Aug-2021,179.6,180.95,183.3,178.6,181.3,181.35,181.11,2916753,5282.48,22211,772440,26.48
GABRIEL, EQ, 31-Aug-2021,143.35,144.65,147.3,143,143.75,144.3,144.88,1507152,2183.59,19605,575530,38.19
GAEL, EQ, 31-Aug-2021,170.4,170.05,187.8,168.3,182.05,182.85,181.81,1611904,2930.6,21922,439897,27.29
GAIL, EQ, 31-Aug-2021,146,145.95,147.65,143.8,146.9,146.15,145.16,14009836,20336.25,46007,8278926,59.09
GAL, EQ, 31-Aug-2021,3.05,3.05,3.15,2.75,2.75,2.75,2.8,1650944,46.19,928,1204386,72.95
GALAXYSURF, EQ, 31-Aug-2021,3125.3,3149,3232.95,3115,3150,3151.95,3171.5,59707,1893.61,8450,31134,52.14
GALLANTT, EQ, 31-Aug-2021,68.65,69.5,69.5,67,67.5,67.45,68.29,24930,17.03,602,14110,56.6
GALLISPAT, EQ, 31-Aug-2021,55,55,57,54.75,55.4,55.15,55.4,36811,20.39,615,22417,60.9
GANDHITUBE, EQ, 31-Aug-2021,472.1,475,475,461,463,462.7,465.61,6812,31.72,598,4664,68.47
GANECOS, EQ, 31-Aug-2021,510.15,512.05,529.15,508,519,524.25,518.79,24808,128.7,719,19459,78.44
GANESHHOUC, EQ, 31-Aug-2021,133.05,133.95,134.3,128,129,128.95,130.35,29449,38.39,779,17972,61.03
GANGAFORGE, EQ, 31-Aug-2021,138.25,139.5,140.85,138.7,140.5,140.45,140.11,113987,159.71,650,57000,50.01
GANGESSECU, EQ, 31-Aug-2021,87,87.05,89.65,85.4,89,89.2,87.91,16890,14.85,244,14902,88.23
GARFIBRES, EQ, 31-Aug-2021,3147.05,3170,3174,3100.95,3143,3137.05,3135.09,41389,1297.58,5486,33601,81.18
GATI, EQ, 31-Aug-2021,143.3,143.8,145,140.5,141.5,141.1,142.49,366889,522.78,6026,121987,33.25
GAYAPROJ, EQ, 31-Aug-2021,50.6,51,52.2,49.25,49.8,50.45,50.98,5476813,2792.05,18371,2181280,39.83
GDL, BE, 31-Aug-2021,257.45,264.4,269,254,265,262.8,259.75,38203,99.23,1173, -, -
GEECEE, EQ, 31-Aug-2021,140.85,142.5,144.5,140.5,141.5,141.8,142.55,17854,25.45,505,8041,45.04
GEEKAYWIRE, EQ, 31-Aug-2021,82.75,84.9,84.9,82,83.3,83.6,83.43,30354,25.32,171,28880,95.14
GENCON, EQ, 31-Aug-2021,43.35,43.9,44.25,41.95,43,42.8,42.69,38110,16.27,486,16574,43.49
GENESYS, EQ, 31-Aug-2021,139.45,140,144,136.55,139,137.9,139.95,14099,19.73,285,11012,78.1
GENUSPAPER, BE, 31-Aug-2021,9.65,9.65,9.8,9.35,9.7,9.6,9.64,119818,11.55,217, -, -
GENUSPOWER, EQ, 31-Aug-2021,60.2,60.65,60.65,58.5,58.75,58.8,59.29,396829,235.29,7147,221621,55.85
GEOJITFSL, EQ, 31-Aug-2021,79.5,79.5,80.25,78.2,78.5,78.45,79.26,251278,199.15,3507,128709,51.22
GEPIL, EQ, 31-Aug-2021,329.05,325.5,331.25,324.65,327.5,327.2,327.69,84310,276.28,2974,55138,65.4
GESHIP, EQ, 31-Aug-2021,356.05,357.8,370,351.45,357.1,359.85,362.86,1147395,4163.44,22252,347590,30.29
GET&D, EQ, 31-Aug-2021,143.1,145,147.8,140.1,142,141.2,144.22,502559,724.78,11442,123000,24.47
GFLLIMITED, EQ, 31-Aug-2021,67.65,66.65,68.5,65.2,65.45,66.05,66.46,54071,35.94,790,40392,74.7
GFSTEELS, BE, 31-Aug-2021,2.1,2,2.1,2,2.1,2.1,2.02,2470,0.05,6, -, -
GHCL, EQ, 31-Aug-2021,373.3,375,378.85,367.5,370.3,371.8,373.37,557712,2082.31,10725,264322,47.39
GICHSGFIN, EQ, 31-Aug-2021,146.4,147,149,144.3,147.95,146.45,146.65,289039,423.88,5237,102360,35.41
GICRE, EQ, 31-Aug-2021,150.45,151.7,154.55,145,148.45,148.25,151.83,2444608,3711.63,26710,420910,17.22
GILLANDERS, BE, 31-Aug-2021,48.25,48,49,48,48.2,48.35,48.6,1020,0.5,12, -, -
GILLETTE, EQ, 31-Aug-2021,5846.65,5880,5888,5798,5819.9,5819.75,5832.8,4752,277.17,1181,3385,71.23
GINNIFILA, EQ, 31-Aug-2021,30.5,31.45,31.45,30.25,30.3,30.45,30.65,82904,25.41,362,76609,92.41
GIPCL, EQ, 31-Aug-2021,81.95,82.1,82.7,81.6,81.95,81.85,82.07,462388,379.47,3446,269199,58.22
GISOLUTION, BE, 31-Aug-2021,3.2,3.35,3.35,3.2,3.3,3.3,3.28,1075,0.04,7, -, -
GKWLIMITED, EQ, 31-Aug-2021,652.1,640.7,656.3,640.7,647.1,652.55,649.53,266,1.73,52,205,77.07
GLAND, EQ, 31-Aug-2021,3880.95,3903.85,3950,3880,3890,3893.9,3896.24,88600,3452.07,8758,53688,60.6
GLAXO, EQ, 31-Aug-2021,1521,1529.9,1554.5,1520.1,1533,1527.7,1535.05,32832,503.99,3609,15792,48.1
GLENMARK, EQ, 31-Aug-2021,528.25,532.8,532.8,523.25,529.85,530.3,528.37,1721956,9098.38,35087,594719,34.54
GLOBAL, EQ, 31-Aug-2021,43.65,43.5,45,42.95,44.05,44.4,44.35,1159,0.51,40,707,61
GLOBALVECT, EQ, 31-Aug-2021,49.3,49.95,50.5,49,49.85,49.1,49.76,9478,4.72,143,4116,43.43
GLOBE, BE, 31-Aug-2021,11.55,12.1,12.1,11.7,12.1,12.1,12.05,455508,54.88,857, -, -
GLOBUSSPR, BE, 31-Aug-2021,958.35,986,1006.25,981,990,995.5,1000.62,192505,1926.25,5021, -, -
GLS, EQ, 31-Aug-2021,678.2,680,698.8,678.25,695,691.05,684.27,228572,1564.06,11813,132738,58.07
GMBREW, EQ, 31-Aug-2021,553.9,553.7,559.6,546,547,549,553.41,18057,99.93,1289,9879,54.71
GMDCLTD, EQ, 31-Aug-2021,69.8,69.45,73.7,69.4,69.9,70.15,71.26,4132348,2944.6,21784,903294,21.86
GMMPFAUDLR, EQ, 31-Aug-2021,4283.55,4320.75,4339.75,4225,4247.15,4233.9,4270.1,24607,1050.74,5860,12229,49.7
GMRINFRA, EQ, 31-Aug-2021,29.4,29.45,29.55,28.9,29.1,29.05,29.11,4917548,1431.49,33421,1365543,27.77
GNA, EQ, 31-Aug-2021,724.85,740,747,719.3,724.5,723,734.86,98973,727.32,6370,52498,53.04
GNFC, EQ, 31-Aug-2021,328.1,329.7,336,326,331.5,332.6,332.67,436044,1450.58,10489,194404,44.58
GOACARBON, EQ, 31-Aug-2021,380.85,380,387.25,371.1,372.65,372.6,378.18,16028,60.61,966,8038,50.15
GOCLCORP, EQ, 31-Aug-2021,273,273,280,268.1,269,270,272.47,55115,150.17,2148,21690,39.35
GODFRYPHLP, EQ, 31-Aug-2021,991.05,995,996.9,982.95,986,984.6,988.03,16335,161.39,1878,7451,45.61
GODHA, BE, 31-Aug-2021,34.6,33.6,35.95,32.9,35.85,32.95,33.15,2037,0.68,27, -, -
GODREJAGRO, EQ, 31-Aug-2021,627.15,630.3,644.3,630,633,632,635.99,115172,732.48,6710,37058,32.18
GODREJCP, EQ, 31-Aug-2021,1087.5,1086.6,1100,1069.2,1100,1099.3,1091.4,1993712,21759.45,50020,1100400,55.19
GODREJIND, EQ, 31-Aug-2021,559.8,560,569,556,561,558.8,562.66,352459,1983.16,9789,214504,60.86
GODREJPROP, EQ, 31-Aug-2021,1494.35,1495,1515.5,1455.75,1489,1489,1491.42,554834,8274.91,29955,157392,28.37
GOENKA, BZ, 31-Aug-2021,1.1,1.1,1.1,1.05,1.05,1.1,1.06,138766,1.47,122, -, -
GOKEX, EQ, 31-Aug-2021,194.05,192.3,192.3,186,188.65,188.55,188.95,154940,292.76,2764,107030,69.08
GOKUL, EQ, 31-Aug-2021,28.3,28.7,28.9,27.1,28.1,27.9,27.97,105937,29.63,821,44137,41.66
GOKULAGRO, EQ, 31-Aug-2021,38.75,39.25,39.4,38,38.05,38.2,38.62,57272,22.12,661,34184,59.69
GOLDBEES, EQ, 31-Aug-2021,41.01,41.48,41.8,40.82,40.87,40.83,40.93,3318327,1358.09,18299,2171521,65.44
GOLDENTOBC, EQ, 31-Aug-2021,84.2,88.4,88.4,88.4,88.4,88.4,88.4,21280,18.81,93,21280,100
GOLDIAM, EQ, 31-Aug-2021,732.65,756,756,720.95,726,724.3,735.34,65291,480.11,3855,37129,56.87
GOLDSHARE, EQ, 31-Aug-2021,41.2,41.3,41.3,41,41.1,41.1,41.09,110534,45.42,352,91438,82.72
GOLDTECH, EQ, 31-Aug-2021,16.8,17.3,17.6,17.3,17.6,17.6,17.6,56592,9.96,89,56592,100
GOODLUCK, EQ, 31-Aug-2021,294.85,309.55,309.55,309.55,309.55,309.55,309.55,42661,132.06,465,42661,100
GOODYEAR, EQ, 31-Aug-2021,1042.65,1051.6,1057,1026.1,1039,1039,1042.84,32061,334.34,3401,9243,28.83
GPIL, BE, 31-Aug-2021,1173.5,1179.9,1181.7,1131.05,1155,1155.45,1153.07,43393,500.35,2235, -, -
GPPL, EQ, 31-Aug-2021,102,102.1,103,100.2,101.7,101.75,102.02,1920163,1958.95,10342,1641822,85.5
GPTINFRA, EQ, 31-Aug-2021,86.15,89.35,89.35,85,85.5,87.05,86.55,37612,32.55,1255,16851,44.8
GRANULES, EQ, 31-Aug-2021,332.15,333.7,334.35,329.5,330,331.3,331.84,1449735,4810.75,17013,553922,38.21
GRAPHITE, EQ, 31-Aug-2021,641.8,646.8,652.2,633,639.1,639.6,643.69,266428,1714.97,10937,119639,44.9
GRASIM, EQ, 31-Aug-2021,1471.15,1482,1504.4,1467.65,1500,1500.4,1487.34,1656264,24634.24,36531,894936,54.03
GRAUWEIL, EQ, 31-Aug-2021,58.8,59.25,59.8,58.4,58.8,58.55,58.97,86185,50.82,1068,70040,81.27
GRAVITA, EQ, 31-Aug-2021,199.05,200.2,203,197.3,198.9,198.9,199.92,446339,892.31,6183,173637,38.9
GREAVESCOT, EQ, 31-Aug-2021,139.3,140.3,140.65,135.55,136.2,136,137.33,1573345,2160.65,18486,501523,31.88
GREENLAM, EQ, 31-Aug-2021,1384.85,1390,1390,1358.5,1361,1360.65,1370.21,6425,88.04,1836,2560,39.84
GREENPANEL, BE, 31-Aug-2021,256.85,253,261,249,256.6,259,256.35,223725,573.53,4190, -, -
GREENPLY, EQ, 31-Aug-2021,183.25,183.65,183.65,178.6,178.75,179.05,180.14,211683,381.33,4466,105519,49.85
GREENPOWER, EQ, 31-Aug-2021,3.05,3.05,3.05,2.9,2.95,2.95,2.97,2031920,60.44,6608,975497,48.01
GRINDWELL, EQ, 31-Aug-2021,1282.3,1305,1309.95,1270.1,1293.3,1290.95,1284.22,68550,880.33,8045,45465,66.32
GRINFRA, EQ, 31-Aug-2021,1592.55,1616.8,1616.8,1581.05,1590,1592.3,1594.33,135361,2158.11,6023,119360,88.18
GROBTEA, EQ, 31-Aug-2021,1060.55,1087,1100,990.6,1099,1074.45,1057.57,1780,18.82,982,154,8.65
GRPLTD, EQ, 31-Aug-2021,955.55,975.45,975.45,940.5,950,969.1,957.21,1003,9.6,260,222,22.13
GRSE, EQ, 31-Aug-2021,185.65,185.7,191.8,184.75,188.7,189.05,188.24,223749,421.18,4864,91478,40.88
GSCLCEMENT, EQ, 31-Aug-2021,49.5,49.85,50.2,48.5,49,48.9,49.45,171959,85.04,1467,103367,60.11
GSFC, EQ, 31-Aug-2021,99.95,100.15,103.25,99.9,101.85,102.05,102.01,1701375,1735.63,13744,535134,31.45
GSPL, EQ, 31-Aug-2021,347.65,347.05,356,343.6,350.7,350.65,350.97,664818,2333.31,15924,301939,45.42
GSS, EQ, 31-Aug-2021,72.15,72.85,74.35,70.15,73,73,72.31,305445,220.88,2382,146178,47.86
GTL, BE, 31-Aug-2021,15.7,15,15.4,14.95,14.95,14.95,15.01,198446,29.79,933, -, -
GTLINFRA, BE, 31-Aug-2021,1.8,1.75,1.75,1.75,1.75,1.75,1.75,2118545,37.07,3355, -, -
GTPL, EQ, 31-Aug-2021,229.95,230,234,225.1,228.8,230.4,231.93,100275,232.57,5774,53378,53.23
GUFICBIO, EQ, 31-Aug-2021,187,187.95,188.9,182.65,184.05,185.25,186,104671,194.69,3150,63793,60.95
GUJALKALI, EQ, 31-Aug-2021,452.4,452.6,468.75,451.35,453.25,454.5,459.72,333814,1534.61,10263,76922,23.04
GUJAPOLLO, EQ, 31-Aug-2021,221.8,225,226.5,220,221,221.4,222.83,5800,12.92,238,4268,73.59
GUJGASLTD, EQ, 31-Aug-2021,711.25,713.75,733.75,709.2,720.1,722.8,723.59,1727498,12499.95,39269,425047,24.6
GUJRAFFIA, BE, 31-Aug-2021,32,33.6,33.6,32.5,33.5,33.5,33.16,15483,5.13,131, -, -
GULFOILLUB, EQ, 31-Aug-2021,605.05,613.2,613.5,600.5,609.65,609.35,607.97,50457,306.76,4330,32515,64.44
GULFPETRO, EQ, 31-Aug-2021,52.9,53.45,53.5,52.6,52.95,52.75,53.1,40308,21.4,681,28944,71.81
GULPOLY, BE, 31-Aug-2021,247.95,250,255,236,243.95,242.25,244.03,25782,62.92,691, -, -
HAL, EQ, 31-Aug-2021,1399.95,1389.95,1417.25,1366,1369.35,1375.8,1387.94,1253854,17402.78,45156,189271,15.1
HAPPSTMNDS, EQ, 31-Aug-2021,1414.95,1422,1440,1415.05,1428,1427.7,1428.48,599405,8562.39,34002,281466,46.96
HARRMALAYA, EQ, 31-Aug-2021,198.4,199.8,207.9,195.6,197.3,197.5,201.58,326199,657.54,10367,86883,26.63
HATHWAY, EQ, 31-Aug-2021,23.45,23.5,23.55,22.9,23.3,23.15,23.28,2859400,665.58,5515,646320,22.6
HATSUN, EQ, 31-Aug-2021,1111.3,1118,1132.1,1068.95,1078,1089.7,1112.66,188145,2093.41,10325,59780,31.77
HAVELLS, EQ, 31-Aug-2021,1266.5,1270,1287.7,1254.55,1256,1268.45,1270,4863922,61771.57,73352,2504266,51.49
HAVISHA, BE, 31-Aug-2021,1.35,1.4,1.4,1.4,1.4,1.4,1.4,8773,0.12,18, -, -
HBANKETF, EQ, 31-Aug-2021,363.01,365,365,362.22,365,363.86,363.75,3021,10.99,135,2573,85.17
HBLPOWER, EQ, 31-Aug-2021,52.6,53,53.25,50.25,50.45,50.45,51.64,1706988,881.43,10862,800569,46.9
HBSL, EQ, 31-Aug-2021,42.95,41.25,43.6,40.85,40.85,40.85,41.08,32213,13.23,318,23755,73.74
HCC, EQ, 31-Aug-2021,10,10,10.25,9.55,9.9,9.95,9.97,4307818,429.45,5680,2028369,47.09
HCG, EQ, 31-Aug-2021,230.35,235,244.65,229.8,239.3,239.5,238.17,622110,1481.71,17706,224377,36.07
HCL-INSYS, EQ, 31-Aug-2021,13.15,13.15,13.3,12.8,13.05,13,13.01,486170,63.26,1733,265371,54.58
HCLTECH, EQ, 31-Aug-2021,1163.4,1166,1193.4,1162.05,1179.3,1182.3,1177.07,7199002,84737.28,148654,3982843,55.32
HDFC, EQ, 31-Aug-2021,2755.7,2748,2812,2739.35,2794.7,2798.5,2789.41,4933523,137616.31,123236,2797933,56.71
HDFC, W3, 31-Aug-2021,811.8,817,840,817,840,837.65,830.6,42000,348.85,68,31800,75.71
HDFCAMC, EQ, 31-Aug-2021,3061.9,3070,3084,3043,3074.5,3074.3,3068.7,398418,12226.25,19688,212122,53.24
HDFCBANK, EQ, 31-Aug-2021,1568.25,1563.5,1583.35,1562.2,1580.85,1581.4,1576.28,6031288,95069.85,203147,3804884,63.09
HDFCLIFE, EQ, 31-Aug-2021,712.35,712.35,719,704.1,717.15,717.75,714.8,3854510,27552.01,79133,2584082,67.04
HDFCMFGETF, EQ, 31-Aug-2021,42.04,42.09,42.14,41.88,41.91,41.96,42.03,435027,182.84,836,365666,84.06
HDFCNIFETF, EQ, 31-Aug-2021,180.56,187.84,187.84,180,183.3,182.83,181.39,22326,40.5,437,13354,59.81
HDFCSENETF, EQ, 31-Aug-2021,611.68,614.99,614.99,606.05,614,613.72,611.36,1341,8.2,167,724,53.99
HDIL, BZ, 31-Aug-2021,4.4,4.5,4.5,4.25,4.4,4.3,4.32,187488,8.1,386, -, -
HEG, EQ, 31-Aug-2021,2246.05,2250,2264,2240.25,2249.05,2250.35,2252.46,80210,1806.7,6529,51936,64.75
HEIDELBERG, EQ, 31-Aug-2021,261.9,263,264.95,261.3,264.5,264.6,263.69,157633,415.67,4057,91003,57.73
HEMIPROP, EQ, 31-Aug-2021,125,125.95,136,124.45,135.05,133.95,131.66,1540987,2028.94,15910,529364,34.35
HEOFRG1126, MF, 31-Aug-2021,12.26,12.26,13.41,12.26,12.4,13.12,12.27,10507,1.29,5,10507,100
HERANBA, EQ, 31-Aug-2021,827.75,828.4,835.6,807.25,811,810.4,818.2,197877,1619.03,7255,101829,51.46
HERCULES, EQ, 31-Aug-2021,140.55,142,145.8,139.9,141.6,142.4,142.94,125209,178.98,5687,34563,27.6
HERITGFOOD, EQ, 31-Aug-2021,469.7,471,479,461.7,465,466.25,469.08,57223,268.42,2808,29946,52.33
HEROMOTOCO, EQ, 31-Aug-2021,2726.25,2727,2746,2701.1,2737,2741.85,2728.67,708031,19319.86,36992,431947,61.01
HESTERBIO, EQ, 31-Aug-2021,2386.3,2427,2429.25,2363.45,2390.25,2392.3,2397.54,8636,207.05,1737,2552,29.55
HEXATRADEX, BE, 31-Aug-2021,207.55,200.05,212.9,197.2,197.2,197.2,199.21,26284,52.36,235, -, -
HFCL, BE, 31-Aug-2021,70.25,71.7,71.7,67.8,68.2,68.1,69.52,3051283,2121.4,13217, -, -
HGINFRA, EQ, 31-Aug-2021,555.5,557.9,568,556.1,559,561.05,561.32,133646,750.18,9969,76633,57.34
HGS, BE, 31-Aug-2021,2658.3,2590,2786,2540,2731,2751,2655.96,58062,1542.1,4171, -, -
HIKAL, EQ, 31-Aug-2021,646.35,648,669.25,627,636,631.8,650.08,434963,2827.62,14826,166841,38.36
HIL, EQ, 31-Aug-2021,5667.3,5770,5770,5555,5690.2,5672,5642.22,15019,847.41,2483,10863,72.33
HILTON, EQ, 31-Aug-2021,12,12.6,12.6,12.6,12.6,12.6,12.6,20211,2.55,53,20211,100
HIMATSEIDE, BE, 31-Aug-2021,251.85,254.9,259,249,252,250.7,252.88,64026,161.91,691, -, -
HINDALCO, EQ, 31-Aug-2021,448.05,448,471.15,444.8,470,468.3,460.39,20847646,95980.85,181072,8899264,42.69
HINDCOMPOS, EQ, 31-Aug-2021,307.45,308,312.05,306.05,308.9,310.45,308.73,2344,7.24,259,1242,52.99
HINDCON, EQ, 31-Aug-2021,63.9,65.2,65.2,61.1,62,61.85,62.6,17586,11.01,384,11964,68.03
HINDCOPPER, EQ, 31-Aug-2021,119.8,119.95,122.4,117.3,118.25,118.95,119.61,2908516,3478.91,25802,887085,30.5
HINDMOTORS, EQ, 31-Aug-2021,7.85,8,8,7.7,7.85,7.8,7.82,164123,12.83,488,94244,57.42
HINDNATGLS, BE, 31-Aug-2021,37.05,37.4,37.4,36.35,36.7,37.2,37.16,2064,0.77,46, -, -
